name,body_group,force,muscle_group,equipment,description
Chin flexion,Upper Body,Pull,Back,Bodyweight," Initial position:   Sit or stand with straight back.Tilt it in slowly, moving your head back to align it with the column. /li li Hold for 5 seconds. /li li Return to the normal head position and repeat.Li /LO"
T flexion,Upper Body,Push,Arms,Bodyweight,"LO li Make a flexion of arms Pradrão1.The Lying on your stomach1.b Put your hands near your ears1.c Use your hand to lift your belly until your arms are straight, keeping your back straight1.D bend your arms until your chest almost touches the floor, making sure your back is straight1.and repeat from step 1.c /li li rotate your body to the side so that the back isstraight, so that the lower hand that supports the body is fully extended, and only the lower hand and foot touch the floor /li li Repeat, changing side in step 2 each time /li /OL"
Arm flexions,Upper Body,Pull,Back,Pull-up bar," Initial Position:   Start by hanging from the Pull-Up bar, with the palms turned out and their feet off the ground.of the shoulders.Only slightly, so that the elbows are still in front of the body and not directly to the side. His body must be straight and pointed slightly forward.Your arms should be extended.Do not get up using impulse, such as kicking. /li li carefully lower the body back to the starting position. /li li Repeat.P ul li To do push-ups correctly, you must first increase strength in several key areas, including shoulders, arms and abdominal.Start with push -ups only after building enough strength with other exercises. /li /ul"
Flying KH flat bench,Upper Body,Push,Chest,Dumbbell," reach two dumbbells and put yourself on a bench and stretch your arms completely.Feet, back and head lie firmly on the floor/bench and give hold.Now lightly bend your arms on the elbow joint and let it down with a semicircular movement.Without changing this angle, it brings it up again. "
Flying KG incline bench,Upper Body,Push,Chest,Incline bench," reach two dumbbells and place yourself on a slanted bench and completely stretch out your arms.Feet, back and head lie firmly on the floor/bench and give hold.Now lightly bend your arms on the elbow joint and let it down with a semicircular movement.Without changing this angle, it brings it up again. "
Floor dips,Upper Body,Push,Arms,Bodyweight,"Starting position:Sit with your arms behind you, supporting your back.Your fingers should point forward.Your knees should be bent, feet together.Steps:olliRaise your hips off the ground, straightening your arms./liliBend your elbows, bringing your hips down./liliStraighten your arms, returning to the previous position./liliRepeat steps 2 and 3./li/olNotes:The exercise's difficulty depends on how high you bring your hips."
Fly With Dumbbells,Upper Body,Push,Chest,Dumbbell,"Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up."
"Fly With Dumbbells, Decline Bench",Upper Body,Push,Chest,Dumbbell,"The exercise is the same as with a regular bench:
Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up."
Money,Upper Body,Push,Arms,Bodyweight," Initial position:   Sit with your arms behind you, resting your back. Fingers should point forward. Knees must be folded and feet together.   steps:  h li He lifts the hips of the ground, stretching his arms.to the previous position. /li li Repeat steps 2 and 3.. "
Forward arm circles,Upper Body,Push,Arms,Bodyweight,"Starting position:Stand tall with your back straight.Steps:olliKeeping your arms straight, bring them in front of you, move them down, behind your back, then over your head, and back to the initial position./liliKeep circling your arms as described in step 1./li/ol"
Forward shoulder rotation,Upper Body,Pull,Back,Bodyweight,Starting position:Sit or stand with your back straight.Steps:olliPlace your hands on your shoulders./liliRepeatedly rotate both shoulder joints in a circular motion at a moderate pace./li/ol
French press,Upper Body,Push,Arms,Dumbbell,French Press French Press with dumbbells above the head
French Press KG,Upper Body,Push,Arms,Dumbbell," take the dumbbells in your hand, lie down on a bench and stand so that approx. 1/4 of the head is no longer on the bench.Extend your arms and now let the weights down with one sheet.When the dumbbells are just over the forehead, press them up again. 
 It is important to move the elbows little throughout the exercise so that the triceps do the work. "
Frenchpress SZ-Stange,Upper Body,Push,Arms,SZ-Bar," take the dumbbell, lie down on a bench and stand so that about 1/4 of the head is no longer on the bench.Extend your arms and now let the weight down with one sheet.When the pole is just over your forehead, press it up again. 
 It is important to move the elbows little throughout the exercise so that the triceps do the work. "
Frog stand,Core,Hold,Abs,Bodyweight,"Starting position:

Stand with your feet shoulder-width apart and your toes pointing forward, facing a wall or bench for support if needed.
Bend your knees into a squat position.
Place your hands on the ground in front of you, shoulder-width apart, with your fingers spread wide.
Make sure your elbows are under your shoulders and your body forms a straight line from your head to your heels.
Upward phase:

Push with your feet and hands to lift your body off the ground.
Straighten your legs and arms, keeping your body aligned.
Engage your core and glutes to maintain the position.
If needed, rest your knees on the wall or bench for assistance."
Front squat,Lower Body,Push,Legs,Barbell,"P With this variant of the squat, the leg biceps and the large buttock muscle are trained. 
 In addition, the back extensors and the abductors are used. "
Front Lever,Core,Hold,Abs,Bodyweight,The front lever is a figure where the body is kept in a horizontal position parallel to the floor.
Front Plank,Core,Hold,Abs,Bodyweight,"The plank is a bodyweight exercise. As a multi-functional movement, the plank not only targets your abdominal muscles but also the spine and hip. Plank strengthens and tightens your entire body, improves your posture and balance, reduces body fat, and can help boost your metabolism.
Exercises such as the “plank pose” help strengthen the stamina of stabilizing abdominal muscles. It can also help relieve back pain associated with a weakening of the function of the stabilizing muscles of the body.
Planks are a versatile exercise that targets many of the most important muscle groups in the body, so they can be applied by anyone to improve endurance and overall body strength."
Front Pull narrow,Upper Body,Pull,Back,Barbell,Unavailable
Front Raises,Upper Body,Push,Shoulders,Barbell,"To execute the exercise, the lifter stands with their feet shoulder width apart and weights or resistance handles held by their side with a pronated (overhand) grip.
The movement is to bring the arms up in front of the body to eye level and with only a slight bend in the elbow. This isolates the anterior deltoid muscle (front of the shoulder) and uses the anterior deltoid to lift the weight.
When lifting it is important to keep the body still so the anterior deltoid is fully utilised; if the weight cannot be lifted by standing still then it is too heavy and a lower weight is needed. It is important to keep a slight bend in the elbow when lifting as keeping the elbow locked will add stress to the elbow joint and could cause injury.
A neutral grip, similar to that used in the hammer curl, can also be used. With this variation the weight is again raised to eye level, but out to a 45 degree angle from the front of the body. This may be beneficial for those with shoulder injuries, particularly those related to the rotator cuff."
